z,n.n+n.z,symbol,"energy [keV]",halflife,spin,"magnetic dipole [nm]",method,description,nsr,journal,indc
82,196,Pb,3193,"72 ns",11-,+11.4(6),TDPAD,"Time Dependent Perturbed Angular Distribution",2004Vy01,"PR C69 064318 (04)",indc-nds-0816
82,197,Pb,0,"8.1 m",3/2-,-1.0718(23),ABLFS,"Atomic Beam with Laser Fluorescence Spectroscopy",1986An06,"NP A451 471 (86)",indc-nds-0794
82,197,Pb,319,"42.9 m",13/2+,-1.1009(27),ABLFS,"Atomic Beam with Laser Fluorescence Spectroscopy",1986An06,"NP A451 471 (86)",indc-nds-0794
82,197,Pb,1913,"1.15 ms",21/2-,-0.531(6),TDPAD,"Time Dependent Perturbed Angular Distribution",1985St16,"ZP A322 83 (85)",indc-nds-0816
82,197,Pb,3168,"55 ns",(33/2+),-2.51(10),TDPAD,"Time Dependent Perturbed Angular Distribution",1985St16,"ZP A322 83 (85)",indc-nds-0816
82,198,Pb,1824,"50 ns",(5)-,+0.38(3),TDPAD,"Time Dependent Perturbed Angular Distribution",1985St16,"ZP A322 83 (85)",indc-nds-0816
82,198,Pb,2822,"212 ns",(12)+,-1.86(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1983St15,"NP A411 248 (83)",indc-nds-0816
82,199,Pb,0,"1.5 h",3/2-,-1.0707(14),ABLFS,"Atomic Beam with Laser Fluorescence Spectroscopy",1986An06,"NP A451 471 (86)",indc-nds-0794
82,199,Pb,"2559 + x","10.1 ms",(29/2-),-1.076(3),TDPAD,"Time Dependent Perturbed Angular Distribution",1988Ro08,"NP A482 573 (88)",indc-nds-0816
82,199,Pb,"3490 + x","63 ns",(33/2+),-2.51(5),TDPAD,"Time Dependent Perturbed Angular Distribution",1985St16,"ZP A322 83 (85)",indc-nds-0816
82,200,Pb,2154,"45.1 ns",(7-),-0.21(10),TDPAD,"Time Dependent Perturbed Angular Distribution",1985St16,"ZP A322 83 (85)",indc-nds-0816
82,200,Pb,2183,"448 ns",(9-),-0.257(10),TDPAD,"Time Dependent Perturbed Angular Distribution",1974Lu03,"NP A229 230 (74)",indc-nds-0816
82,200,Pb,3006,"199 ns",(12+),-1.836(7),TDPAD,"Time Dependent Perturbed Angular Distribution",1987Fa15,"NP A475 338 (87)",indc-nds-0816
82,200,Pb,5075,"72 ns",(19-),-1.79(13),TDPAD,"Time Dependent Perturbed Angular Distribution",1987Fa15,"NP A475 338 (87)",indc-nds-0816
82,201,Pb,0,"9.33 h",5/2-,+0.6731(6),ABLFS,"Atomic Beam with Laser Fluorescence Spectroscopy",1986An06,"NP A451 471 (86)",indc-nds-0794
82,201,Pb,2720,"63 ns",25/2-,-0.79(4),TDPAD,"Time Dependent Perturbed Angular Distribution",1988Ro08,"NP A482 573 (88)",indc-nds-0816
82,201,Pb,"2720 + x","508 ns",(29/2-),-1.011(6),TDPAD,"Time Dependent Perturbed Angular Distribution",1988Ro08,"NP A482 573 (88)",indc-nds-0816
82,201,Pb,"4641 + x","43 ns",(41/2+),-3.7(8),TDPAD,"Time Dependent Perturbed Angular Distribution",1988Ro08,"NP A482 573 (88)",indc-nds-0816
82,202,Pb,2170,"3.62 h",9-,-0.226897),ABLFS,"Atomic Beam with Laser Fluorescence Spectroscopy",1986An06,"NP A451 471 (86)",indc-nds-0794
82,202,Pb,1383,"1.97 ns",4+,+0.008(16),IPAC,"Integral Perturbed Angular Correlation",1977Th02,"ZP A280 371 (77)",indc-nds-0816
82,202,Pb,"4091 + x","110 ns",16+,-0.67(16),TDPAD,"Time Dependent Perturbed Angular Distribution",1986Ja13,"NP A458 225 (86)",indc-nds-0816
82,202,Pb,"5251 + u","107 ns",19-,-1.88(6),TDPAD,"Time Dependent Perturbed Angular Distribution",1987Fa15,"NP A475 338 (87)",indc-nds-0816
82,203,Pb,0,"51.9 h",5/2-,+0.6841(6),ABLFS,"Atomic Beam with Laser Fluorescence Spectroscopy",1986An06,"NP A451 471 (86)",indc-nds-0794
82,203,Pb,1922,"42 ns",21/2+,-0.64(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1986Ja21,"PS 34 717 (86)",indc-nds-0816
82,203,Pb,"2923 + x","122 ns",(25/2-),-0.74(4),TDPAD,"Time Dependent Perturbed Angular Distribution",1988Ro08,"NP A482 573 (88)",indc-nds-0816
82,204,Pb,1274,"265 ns",4+,+0.225(4),TDPAD,"Time Dependent Perturbed Angular Distribution",1974Lu03,"NP A229 230 (74)",indc-nds-0816
82,205,Pb,0,"1.73x107 y",5/2-,+0.7094(6),ABLFS,"Atomic Beam with Laser Fluorescence Spectroscopy",1986An06,"NP A451 471 (86)",indc-nds-0794
82,205,Pb,1014,"5.55 ms",13/2+,-0.98(4),TDPAD,"Time Dependent Perturbed Angular Distribution",1971Ma59,"NP A176 497 (71)",indc-nds-0816
82,205,Pb,3196,"217 ns",25/2-,-0.845(14),TDPAD,"Time Dependent Perturbed Angular Distribution",1976Li09,"ZP A277 273 (76)",indc-nds-0816
82,205,Pb,5161,"63 ns",33/2+,-2.44(8),TDPAD,"Time Dependent Perturbed Angular Distribution",1983St15,"NP A411 248 (83)",indc-nds-0816
82,206,Pb,2384,"30 ps",6-,+0.8(4),IPAC,"Integral Perturbed Angular Correlation",1970Za03,"NP A146 215 (70)",indc-nds-0816
82,206,Pb,2200,"125 ms",7-,-0.152(3),SOPAD,"Stroboscopic Observation of Perturbed Angular Distribution",1972Ma24,"NP A186 97 (72)",indc-nds-0816
82,206,Pb,4027,"202 ns",12+,-1.80(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1983St15,"NP A411 248 (83)",indc-nds-0816
82,207,Pb,570,"130 ps",5/2-,+0.80(3),IPAC,"Integral Perturbed Angular Correlation",1973Ao01,"JPJS 34 271 (73)",indc-nds-0816
82,207,Pb,0,stable,1/2-,+0.5906(4),NMR,"Nuclear Magnetic Resonance",2016Ad43,"Phys Chem Chem Phys 18 16483 (2016)",indc-nds-0794
82,208,Pb,2615,"16.7 ps",3-,+1.7(4),IPAC,"Integral Perturbed Angular Correlation",1969Bo12,"PL 29B 226 (69)",indc-nds-0816
82,208,Pb,3198,"294 ps",5-,+0.11(4),IPAC,"Integral Perturbed Angular Correlation",1969Bo01,"NP A138 90 (69)",indc-nds-0816
82,209,Pb,0,"3.23 h",9/2+,-1.4686(19),ABLFS,"Atomic Beam with Laser Fluorescence Spectroscopy",1986An06,"NP A451 471 (86)",indc-nds-0794
82,210,Pb,1195,"49 ns",6+,-1.87(9),TDPAD,"Time Dependent Perturbed Angular Distribution",1983De34,"PR C28 1060 (83)",indc-nds-0816
82,210,Pb,1278,"201 ns",8+,-2.50(6),TDPAD,"Time Dependent Perturbed Angular Distribution",1983De34,"PR C28 1060 (83)",indc-nds-0816
82,211,Pb,0,"36.1 m",9/2+,-1.3991(12),ABLFS,"Atomic Beam with Laser Fluorescence Spectroscopy",1986An06,"NP A451 471 (86)",indc-nds-0794
83,199,Bi,0,"27 m",9/2-,4.6(4),NO/S,"Static Nuclear Orientation with gamma detection",1988Wo12,"HFI 43 401 (88)",indc-nds-0794
83,201,Bi,0,"103 m",9/2-,4.8(3),NO/S,"Static Nuclear Orientation with gamma detection",1988Wo12,"HFI 43 401 (88)",indc-nds-0794
83,202,Bi,0,"1.71 h",5+,+4.240(14),LRFS,"Laser Resonance Fluorescence Spectroscopy",1996Ca02,"NP A598 61 (96)",indc-nds-0794
83,202,Bi,"2597 + x","310 ns",(17+),2.06(5),TDPAD,"Time Dependent Perturbed Angular Distribution",1982Hu07,"NP A382 56 (82)",indc-nds-0816
83,202,Bi,"605 + x","3.04 ms",(10-),2.56(3),TDPAD,"Time Dependent Perturbed Angular Distribution",1985No09,"ZP A322 463 (85)",indc-nds-0816
83,203,Bi,0,"11.8 h",9/2-,+3.999(13),LRFS,"Laser Resonance Fluorescence Spectroscopy",1996Ca02,"NP A598 61 (96)",indc-nds-0794
83,203,Bi,1991,"90 ns",21/2+,2.79(4),TDPAD,"Time Dependent Perturbed Angular Distribution",1982Hu07,"NP A382 56 (82)",indc-nds-0816
83,203,Bi,2042,"194 ns",25/2+,3.33(5),TDPAD,"Time Dependent Perturbed Angular Distribution",1982Hu07,"NP A382 56 (82)",indc-nds-0816
83,204,Bi,0,"11.22 h",6+,+4.302(15),LRFS,"Laser Resonance Fluorescence Spectroscopy",1996Ca02,"NP A598 61 (96)",indc-nds-0794
83,204,Bi,806,"13.0 ms",10-,2.4(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1985No09,"ZP A322 463 (85)",indc-nds-0816
83,205,Bi,0,"15.3 d",9/2-,+4.047(7),LRFS,"Laser Resonance Fluorescence Spectroscopy",1997Ki15,"PL B405 31 (97)",indc-nds-0794
83,205,Bi,2064,"100 ns",21/2+,2.70(4),TDPAD,"Time Dependent Perturbed Angular Distribution",1982Hu07,"NP A382 56 (82)",indc-nds-0816
83,205,Bi,2139,"220 ns",25/2+,3.21(5),TDPAD,"Time Dependent Perturbed Angular Distribution",1982Hu07,"NP A382 56 (82)",indc-nds-0816
83,206,Bi,0,"6.243 d",6+,+4.341(8),LRFS,"Laser Resonance Fluorescence Spectroscopy",1997Ki15,"PL B405 31 (97)",indc-nds-0794
83,206,Bi,1045,"0.89 ms",10-,2.644(14),NMR/AC,"Nuclear Magnetic Resonance detected using Angular Correlation",1985No09,"PL 46B 65 (73)/ZP A322 463 (85)",indc-nds-0816
83,207,Bi,0,"31.6 y",9/2-,4.0729(20),LRFS,"Laser Resonance Fluorescence Spectroscopy",2000Pe30,"JP G26 1829 (00)",indc-nds-0794
83,207,Bi,2101,"182 ms",21/2+,+3.41(6),SOPAD,"Stroboscopic Observation of Perturbed Angular Distribution",1972Ma24,"NP A186 97 (72)",indc-nds-0816
83,208,Bi,0,"3.7x105 y",5+,+4.572(10),LRS,"Laser Resonance Spectroscopy",2018Sc04,"PL B779 (2018)",indc-nds-0794
83,208,Bi,1571,"2.58 ms",10-,2.672(14),NMR/AD,"Nuclear Magnetic Resonance detected using Angular Distribution",1985No09,"ZP A322 463 (85)",indc-nds-0816
83,209,Bi,2564,"15 fs",(9/2)+,3.5(7),Mu-X,"Muonic X-ray Hyperfine Structure",1972Le07,"NP A181 14 (72)",indc-nds-0816
83,209,Bi,2741,"9.1 ps",15/2+,6.2(12),Mu-X,"Muonic X-ray Hyperfine Structure",1972Le07,"NP A181 14 (72)",indc-nds-0816
83,209,Bi,2986,"18 ns",19/2+,3.50(8),TDPAD,"Time Dependent Perturbed Angular Distribution",1978Be17,"PR C17 1359 (78)",indc-nds-0816
83,210,Bi,0,"5.01 d",1-,-0.0443(1),AB,"Atomic Beam Magnetic Resonance - Thermal Beam",1962Al02,"PR 125 256 (62)",indc-nds-0794
83,210,Bi,271,"3.0x106 y",9-,+2.72(4),LRFS,"Laser Resonance Fluorescence Spectroscopy",1997KI15,"PL B405 31 (97)",indc-nds-0794
83,210,Bi,433,"57 ns",7-,+2.11(5),TDPAD,"Time Dependent Perturbed Angular Distribution",1972Ba65,"PRL 29 496 (72)",indc-nds-0816
83,210,Bi,439,"38 ns",5-,+1.53(5),TDPAD,"Time Dependent Perturbed Angular Distribution",1972Ba65,"PRL 29 496 (72)",indc-nds-0816
83,211,Bi,0,"2.14 m",9/2-,+3.85(3)),LRS,"Laser Resonance Spectroscopy",2018Ba03,"PR C97 014322 (2018)",indc-nds-0794
83,212,Bi,0,"60.6 m",1(-),+0.32(4),LRFS,"Laser Resonance Fluorescence Spectroscopy",1997Ki15,"PL B405 31 (97)",indc-nds-0794
83,213,Bi,0,"45.6 m",9/2-,+3.699(7),LRFS,"Laser Resonance Fluorescence Spectroscopy",1997Ki15,"PL B405 31 (97)",indc-nds-0794
84,195,Po,0,"4.64 s",(3/2-),-0.60(4),LRIS,"Laser Resonance Ionization",2014Se07,"PR C89 034323 (2014)",indc-nds-0794
84,195,Po,"~ 230","1.92 s",(13/2+),-0.93(7),LRIS,"Laser Resonance Ionization",2014Se07,"PR C89 034323 (2014)",indc-nds-0794
84,197,Po,0,"84 s",(3/2-),-0.88(7),LRIS,"Laser Resonance Ionization",2014Se07,"PR C89 034323 (2014)",indc-nds-0794
84,197,Po,204,"32 s",(13/2+),-1.05(8),LRIS,"Laser Resonance Ionization",2014Se07,"PR C89 034323 (2014)",indc-nds-0794
84,198,Po,1854,"29 ns",8+,+7.3(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1986Ma31,"ZP A324 123 (86)",indc-nds-0816
84,198,Po,2566,"200 ns",11-,+12.1(6),TDPAD,"Time Dependent Perturbed Angular Distribution",1986Ma31,"ZP A324 123 (86)",indc-nds-0816
84,198,Po,2692+x,"750 ns",12+,-1.86(4),TDPAD,"Time Dependent Perturbed Angular Distribution",1986Ma31,"ZP A324 123 (86)",indc-nds-0816
84,199,Po,0,"5.47 m",(3/2-),-0.91(7),LRIS,"Laser Resonance Ionization",2014Se07,"PR C89 034323 (2014)",indc-nds-0794
84,199,Po,310,"4.17 m",13/2+,-1.00(7),LRIS,"Laser Resonance Ionization",2014Se07,"PR C89 034323 (2014)",indc-nds-0794
84,200,Po,1774,"61 ns",8+,+7.44(16),TDPAD,"Time Dependent Perturbed Angular Distribution",1986Ma31,"ZP A324 123 (86)",indc-nds-0816
84,200,Po,2596,"100 ns",11-,+11.9(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1986Ma31,"ZP A324 123 (86)",indc-nds-0816
84,200,Po,"2805 + x","268 ns",12+,-1.79(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1986Ma31,"ZP A324 123 (86)",indc-nds-0816
84,201,Po,0,"15.6 m",3/2-,-0.98(7),LRIS,"Laser Resonance Ionization",2014Se07,"PR C89 034323 (2014)",indc-nds-0794
84,201,Po,424,"9.0 m",13/2+,-1.00(7),LRIS,"Laser Resonance Ionization",2014Se07,"PR C89 034323 (2014)",indc-nds-0794
84,202,Po,"1692 + x","110 ns",8+,7.45(12),TDPAD,"Time Dependent Perturbed Angular Distribution",1976Ha56,"NP A273 253 (76)",indc-nds-0816
84,202,Po,"2604 + x","85 ns",11-,11.9(4),TDPAD,"Time Dependent Perturbed Angular Distribution",1976Ha56,"NP A273 253 (76)",indc-nds-0816
84,203,Po,0,"36.7 m",5/2-,+0.74(5),LRIS,"Laser Resonance Ionization",2014Se07,"PR C89 034323 (2014)",indc-nds-0794
84,203,Po,642,"45 s",13/2+,-0.97(7),LRIS,"Laser Resonance Ionization",2014Se07,"PR C89 034323 (2014)",indc-nds-0794
84,204,Po,1639,"154 ns",8+,+7.38(10),SOPAD,"Stroboscopic Observation of Perturbed Angular Distribution",1973Br14,"NP A206 452 (73)",indc-nds-0816
84,204,Po,3564,"11.5 ns",15-,6.2(3),TDPAD,"Time Dependent Perturbed Angular Distribution",1982Ha16,"ZP A305 1 (82)",indc-nds-0816
84,205,Po,0,"1.74 h",5/2-,+0.76(6),NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1983He09,"ZP A311 351 (83)",indc-nds-0794
84,205,Po,880,"645 ms",13/2+,-0.95(5),TDPAD,"Time Dependent Perturbed Angular Distribution",1974BrXD,"Cf74Upp 116 (74)",indc-nds-0816
84,206,Po,1586,"232 ns",8+,+7.35(10),SOPAD,"Stroboscopic Observation of Perturbed Angular Distribution",1973Br14,"NP A206 452 (73)",indc-nds-0816
84,207,Po,0,"5.80 h",5/2-,+0.79(6),NMR/ON,"Nuclear Magnetic Resonance on Oriented Nuclei",1983He09,"ZP A311 351 (83)",indc-nds-0794
84,207,Po,1115,"49 ms",13/2+,-0.910(14),TDPAD,"Time Dependent Perturbed Angular Distribution",1973Ri06,"PL 44B 456 (73)",indc-nds-0816
84,207,Po,2380,"43 ns",25/2+,5.41(4),TDPAD,"Time Dependent Perturbed Angular Distribution",1985Ro07,"PS 31 122 (85)",indc-nds-0816
84,208,Po,1528,"350 ns",8+,+7.37(5),TDPAD,"Time Dependent Perturbed Angular Distribution",1976Ha56,"NP A273 253 (76)",indc-nds-0816
84,208,Po,2703,"8.0 ns",11-,12.11(14),TDPAD,"Time Dependent Perturbed Angular Distribution",1985Ro07,"PS 31 122 (85)",indc-nds-0816
84,209,Po,0,"124 y",1/2-,0.68(8),O,"Optical Spectroscopy",1966Ch27,"JOSA 56 1292 (66)",indc-nds-0794
84,209,Po,1418,"24 ns",13/2-,6.13(9),TDPAD,"Time Dependent Perturbed Angular Distribution",1976Ha56,"NP A273 253 (76)",indc-nds-0816
84,209,Po,1473,"89 ns",17/2-,7.75(5),TDPAD,"Time Dependent Perturbed Angular Distribution",1976Ha56,"NP A273 253 (76)",indc-nds-0816
84,209,Po,4266,"119 ns",31/2-,+9.68(8),TDPAD,"Time Dependent Perturbed Angular Distribution",1976Re12,"PS 14 95 (76)",indc-nds-0816
84,210,Po,1473,"43 ns",6+,5.48(5),TDPAD,"Time Dependent Perturbed Angular Distribution",1976Ha56,"NP A273 253 (76)",indc-nds-0816
84,210,Po,1557,"99 ns",8+,+7.35(5),TDPAD,"Time Dependent Perturbed Angular Distribution",1976Ha56,"NP A273 253 (76)",indc-nds-0816
84,210,Po,2849,"19.6 ns",11-,+12.20(9),TDPAD,"Time Dependent Perturbed Angular Distribution",1976Ha56,"NP A273 253 (76)",indc-nds-0816
84,210,Po,4372,"54 ns",13-,6.80(17),TDPAD,"Time Dependent Perturbed Angular Distribution",1985Be22,"PS 31 333 (85)",indc-nds-0816
84,210,Po,5058,"263 ns",16+,9.84(8),TDPAD,"Time Dependent Perturbed Angular Distribution",1985Be22,"PS 31 333 (85)",indc-nds-0816
84,211,Po,1065,"14 ns",15/2-,-0.38(15),IPAD,"Integral Perturbed Angular Distribution",1973FaZD,"JPJS 34 287 (73)",indc-nds-0816
84,211,Po,0,"0.516 s",9/2+,-1.20(8),LRIS,"Laser Resonance Ionization",2014Se07,"PR C89 034323 (2014)",indc-nds-0794
85,195,At,,"143 ms",(7/2-),+3.70(13),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,195,At,0,"290 ms",(1/2+),+1.60(5),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,196,At,0,"387 ms",(3+),+3.72(14),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,197,At,,"2.0 s",(1/2+),+1.54(4),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,197,At,0,"381 ms",(9/2-),+3.83(7),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,198,At,,"1.03 s",(10-),+2.54(10),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,198,At,0,"4.1 s",(3+),+4.02(14),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,199,At,,"310 ms",(1/2+),+1.59(6),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,199,At,0,"6.92 s",(9/2-),+3.94(7),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,200,At,,"3.5 s",(10-),+2.68(11),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,200,At,,"47 s",(7+),+4.72(18),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,200,At,0,"43 s",(3+),+4.28(15),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,201,At,0,"83 s",(9/2-),+4.01(7),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,202,At,,"182 s",(7+),+4.52(19),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,202,At,0,"184 s",(3+),+4.14(16),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,203,At,0,"7.4 m",9/2-,+4.00(7),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,204,At,0,"9.22 m",7+,+4.82(18),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,205,At,0,"26.9 m",9/2-,+4.09(7),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,206,At,0,"30.6 m",(6+),+4.37(17),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,207,At,0,"1.80 h",9/2+,+4.13(7),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,207,At,2117,"108 ns",25/2+,+3.75(13),TDPAD,"Time Dependent Perturbed Angular Distribution",1981Sj01,"PR C23 272 (81)",indc-nds-0816
85,208,At,0,"1.63 h",6+,+4.46(18),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,208,At,1090,"48 ns",10-,+2.69(3),TDPAD,"Time Dependent Perturbed Angular Distribution",1985No09,"ZP A322 463 (85)",indc-nds-0816
85,209,At,0,"5.41 h",9/2+,+4.12(7),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,209,At,1428,"25.3 ns",21/2-,+10.0(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1976Sj01,"PR C14 1023 (76)",indc-nds-0816
85,209,At,2429,"916 ns",29/2+,15.38(14),TDPAD,"Time Dependent Perturbed Angular Distribution",1987Ca23,"HFI 34 77 (87)",indc-nds-0816
85,210,At,0,"8.1 h",(5)+,+4.72(16),LRIS,"Laser Resonance Ionization",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,210,At,2550,"482 ns",(15)-,15.48(15),TDPAD,"Time Dependent Perturbed Angular Distribution",1987Ca23,"HFI 34 77 (87)",indc-nds-0816
85,210,At,4028,"5.66 ms",(19)+,13.26(13),TDPAD,"Time Dependent Perturbed Angular Distribution",1987Ca23,"HFI 34 77 (87)",indc-nds-0816
85,211,At,0,"7.21 h",9/2-,"Ref. estimated +4.14(4)","not measured","The value is an estimation",2018Cu02,"PR C97 054327 (2018)",indc-nds-0794
85,211,At,1416,"35.1 ns",(21/2)-,+9.56(9),TDPAD,"Time Dependent Perturbed Angular Distribution",1976Ha62,"HFI 2 334 (76)",indc-nds-0816
85,211,At,2641,"50.8 ns",(29/2)+,+15.31(13),TDPAD,"Time Dependent Perturbed Angular Distribution",1976Ha62,"HFI 2 334 (76)",indc-nds-0816
85,211,At,4815,"4.2 ms",(39/2)-,13.46(14),TDPAD,"Time Dependent Perturbed Angular Distribution",1985Be22,"PS 31 333 (85)",indc-nds-0816
85,212,At,1605,"35.4 ns",(15-),9.46(8),TDPAD,"Time Dependent Perturbed Angular Distribution",1994By01,"NP A567 445 (94)",indc-nds-0816
85,212,At,885,"18.7 ns",(11+),5.94(11),TDPAD,"Time Dependent Perturbed Angular Distribution",1994By01,"NP A567 445 (94)",indc-nds-0816
85,217,At,0,"32.3 ms",9/2-,3.8(2),NO/S,"Static Nuclear Orientation with gamma detection",1992Li26,"HFI 75 323 (92)",indc-nds-0794
86,203,Rn,362,"26.9 s",(13/2+),-0.9555(18),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1987Bo29,"HFI 34 25 (87)",indc-nds-0794
86,205,Rn,0,"2.83 m",5/2-,+0.7980(16),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1987Bo29,"HFI 34 25 (87)",indc-nds-0794
86,206,Rn,1924,"6.3 ns",8+,6.6(4),TDPAD,"Time Dependent Perturbed Angular Distribution",1981Ma28,"HFI 9 87 (81)",indc-nds-0816
86,206,Rn,2476,"65 ns",(10-),11.15(10),TDPAD,"Time Dependent Perturbed Angular Distribution",1981Ma28,"HFI 9 87 (81)",indc-nds-0816
86,207,Rn,0,"9.3 m",5/2-,+0.8124(16),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1987Bo29,"HFI 34 25 (87)",indc-nds-0794
86,207,Rn,899,"185 ms",13/2+,-0.903(3),TDPAD,"Time Dependent Perturbed Angular Distribution",1978Ha50,"HFI 4 291 (78)",indc-nds-0816
86,208,Rn,1828,"487 ns",8+,6.94(8),TDPAD,"Time Dependent Perturbed Angular Distribution",1981Ma28,"HFI 9 87 (81)",indc-nds-0816
86,208,Rn,2618,"11.8 ns",10-,10.72(10),TDPAD,"Time Dependent Perturbed Angular Distribution",1981Ma28,"HFI 9 87 (81)",indc-nds-0816
86,210,Rn,"1665 + x","644 ns",(8+),7.14(6),TDPAD,"Time Dependent Perturbed Angular Distribution",1986Po01,"NP A448 189 (86)",indc-nds-0816
86,210,Rn,"2564 + x","64 ns",(11)-,12.16(11),TDPAD,"Time Dependent Perturbed Angular Distribution",1981Ma28,"HFI 9 87 (81)",indc-nds-0816
86,210,Rn,"3248 + x","76 ns",(14)+,14.85(10),TDPAD,"Time Dependent Perturbed Angular Distribution",1986Po01,"NP A448 189 (86)",indc-nds-0816
86,210,Rn,"3812 + x","1.06 ms",(17)-,17.80(9),TDPAD,"Time Dependent Perturbed Angular Distribution",1986Po01,"NP A448 189 (86)",indc-nds-0816
86,211,Rn,0,"14.6 h",1/2-,+0.5984(12),CFBLS,"Collinear Fast Beam Laser Spectroscopy - Accelerated Beam",1988Ki03,"PRL 60 2133 (88)",indc-nds-0794
86,211,Rn,"1578 + x","596 ns",(17/2-),+7.72(8),TDPAD,"Time Dependent Perturbed Angular Distribution",1985Po06,"PL 154B 263 (85)",indc-nds-0816
86,211,Rn,"3926 + x","40 ns",(35/2+),+17.7(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1985Po06,"PL 154B 263 (85)",indc-nds-0816
86,211,Rn,"5246 + x","14 ns",(43/2-),+15.9(4),TDPAD,"Time Dependent Perturbed Angular Distribution",1985Po06,"PL 154B 263 (85)",indc-nds-0816
86,211,Rn,"6100 + y","28 ns",(49/2+),+18.7(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1985Po06,"PL 154B 263 (85)",indc-nds-0816
86,211,Rn,"8856 + y","201 ns",(63/2-),+19.5(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1985Po06,"PL 154B 263 (85)",indc-nds-0816
86,212,Rn,1502,"8.8 ns",4+,4.0(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1988St17,"NP A486 397 (88)",indc-nds-0816
86,212,Rn,1640,"118 ns",(6)+,5.43(5),TDPAD,"Time Dependent Perturbed Angular Distribution",1988St17,"NP A486 397 (88)",indc-nds-0816
86,212,Rn,3358,"7.4 ns",(14+),15.0(4),TDPAD,"Time Dependent Perturbed Angular Distribution",1988St17,"NP A486 397 (88)",indc-nds-0816
86,212,Rn,4067,"29 ns",(17-),17.9(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1988St17,"NP A486 397 (88)",indc-nds-0816
86,212,Rn,"6167 + x","109 ns",(22+),15.8(2),TDPAD,"Time Dependent Perturbed Angular Distribution",1988St17,"NP A486 397 (88)",indc-nds-0816
86,212,Rn,"7135 + x","18 ns",(25-),17.8(5),TDPAD,"Time Dependent Perturbed Angular Distribution",1977Ho17,"PRL 39 389 (77)",indc-nds-0816
86,212,Rn,"7871 + x","14 ns",(27-),17.0(8),TDPAD,"Time Dependent Perturbed Angular Distribution",1977Ho17,"PRL 39 389 (77)",indc-nds-0816
86,212,Rn,"8571 + x","154 ns",(30+),19.62(9),TDPAD,"Time Dependent Perturbed Angular Distribution",1977Ho17,"PRL 39 389 (77)",indc-nds-0816
